上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
2442.0,47.0,44.0,2.0,2578.0,7.0,5.0,0.0,187.0,8.0,46.83%,2026-09-04 14:30:00
2045.0,41.0,38.0,2.0,2961.0,9.0,6.0,0.0,201.0,8.0,39.21%,2026-09-04 14:50:00
2249.0,41.0,38.0,2.0,2773.0,9.0,6.0,0.0,185.0,8.0,43.13%,2026-09-04 15:00:00
