上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
2343.0,32.0,28.0,2.0,2740.0,36.0,27.0,1.0,114.0,4.0,45.05%,2026-07-14 11:30:00
