上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
3453.0,92.0,87.0,10.0,1653.0,9.0,7.0,5.0,91.0,10.0,66.31%,2026-06-05 14:00:00
3215.0,89.0,84.0,11.0,1874.0,10.0,8.0,5.0,108.0,10.0,61.74%,2026-06-05 14:20:00
