上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
1146.0,84.0,77.0,5.0,3997.0,74.0,64.0,59.0,48.0,17.0,22.00%,2026-06-25 13:45:00
993.0,79.0,72.0,4.0,4147.0,81.0,70.0,63.0,51.0,17.0,19.07%,2026-06-25 14:00:00
