上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
542.0,29.0,22.0,2.0,4596.0,22.0,16.0,1.0,66.0,6.0,10.40%,2026-08-19 10:40:00
591.0,32.0,25.0,2.0,4560.0,20.0,14.0,1.0,53.0,6.0,11.34%,2026-08-19 10:50:00
