上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
3806.0,112.0,107.0,16.0,1294.0,17.0,8.0,12.0,91.0,16.0,73.09%,2026-05-22 13:35:00
4063.0,125.0,120.0,17.0,1026.0,17.0,8.0,13.0,102.0,16.0,78.03%,2026-05-22 14:10:00
3686.0,135.0,130.0,21.0,1397.0,23.0,14.0,16.0,108.0,16.0,70.79%,2026-05-22 14:50:00
