上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
600.0,54.0,52.0,6.0,4580.0,40.0,31.0,13.0,18.0,9.0,11.52%,2026-06-08 14:20:00
599.0,61.0,59.0,7.0,4579.0,47.0,39.0,14.0,20.0,9.0,11.50%,2026-06-08 14:40:00
665.0,62.0,60.0,7.0,4513.0,56.0,45.0,20.0,20.0,9.0,12.77%,2026-06-08 15:00:00
