上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
4036.0,209.0,191.0,66.0,1106.0,9.0,4.0,6.0,47.0,16.0,77.54%,2026-07-01 14:05:00
