上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
877.0,25.0,19.0,1.0,4242.0,55.0,48.0,1.0,76.0,5.0,16.87%,2026-07-17 11:30:00
692.0,25.0,19.0,1.0,4450.0,71.0,64.0,3.0,53.0,5.0,13.31%,2026-07-17 13:10:00
