上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
2796.0,82.0,70.0,1.0,2270.0,3.0,2.0,1.0,142.0,4.0,53.65%,2026-08-28 15:00:00
