上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
1365.0,95.0,92.0,8.0,3796.0,45.0,35.0,36.0,31.0,16.0,26.21%,2026-06-24 13:45:00
1324.0,98.0,95.0,8.0,3832.0,46.0,36.0,36.0,36.0,16.0,25.42%,2026-06-24 14:00:00
