上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
3049.0,71.0,65.0,6.0,2013.0,2.0,2.0,0.0,136.0,3.0,58.62%,2026-07-23 11:30:00
3274.0,85.0,79.0,7.0,1816.0,2.0,2.0,0.0,108.0,3.0,62.95%,2026-07-23 13:20:00
3997.0,128.0,122.0,12.0,1143.0,2.0,2.0,0.0,58.0,3.0,76.85%,2026-07-23 15:00:00
