上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
2186.0,56.0,42.0,2.0,2879.0,0.0,0.0,0.0,140.0,3.0,41.97%,2026-08-13 11:30:00
2103.0,72.0,58.0,2.0,2940.0,1.0,1.0,0.0,162.0,3.0,40.38%,2026-08-13 13:45:00
2022.0,70.0,56.0,2.0,3027.0,1.0,1.0,0.0,156.0,3.0,38.82%,2026-08-13 14:05:00
