上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
777.0,54.0,47.0,11.0,4374.0,35.0,27.0,18.0,40.0,17.0,14.92%,2026-05-27 13:55:00
815.0,57.0,50.0,10.0,4342.0,30.0,22.0,13.0,34.0,17.0,15.65%,2026-05-27 14:15:00
934.0,62.0,55.0,15.0,4213.0,35.0,27.0,13.0,44.0,17.0,17.93%,2026-05-27 15:00:00
