上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
2969.0,68.0,62.0,2.0,2055.0,1.0,0.0,0.0,179.0,5.0,57.01%,2026-08-17 10:45:00
2917.0,69.0,63.0,2.0,2103.0,1.0,0.0,0.0,183.0,5.0,56.01%,2026-08-17 10:55:00
