上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
1416.0,85.0,72.0,14.0,3701.0,27.0,25.0,18.0,78.0,12.0,27.19%,2026-06-03 14:30:00
