上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
4035.0,123.0,115.0,4.0,1097.0,2.0,1.0,1.0,62.0,9.0,77.55%,2026-07-10 13:40:00
3833.0,102.0,94.0,4.0,1301.0,2.0,1.0,1.0,60.0,9.0,73.67%,2026-07-10 14:00:00
3511.0,93.0,87.0,4.0,1612.0,7.0,6.0,1.0,71.0,9.0,67.48%,2026-07-10 15:00:00
