上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
1576.0,67.0,57.0,17.0,3500.0,14.0,11.0,5.0,115.0,16.0,30.27%,2026-05-25 10:00:00
1998.0,81.0,71.0,19.0,3063.0,17.0,14.0,6.0,130.0,16.0,38.37%,2026-05-25 10:20:00
1597.0,109.0,99.0,20.0,3523.0,31.0,27.0,16.0,71.0,16.0,30.67%,2026-05-25 13:50:00
1790.0,115.0,105.0,22.0,3310.0,30.0,26.0,14.0,91.0,16.0,34.38%,2026-05-25 14:05:00
1849.0,120.0,110.0,25.0,3259.0,30.0,26.0,14.0,83.0,16.0,35.51%,2026-05-25 14:25:00
