上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
577.0,39.0,35.0,0.0,4593.0,20.0,18.0,0.0,37.0,12.0,11.06%,2026-09-11 14:35:00
589.0,41.0,37.0,1.0,4586.0,22.0,20.0,0.0,32.0,12.0,11.29%,2026-09-11 14:55:00
