上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
3076.0,93.0,89.0,2.0,1944.0,3.0,1.0,0.0,187.0,9.0,58.97%,2026-09-07 14:35:00
2993.0,95.0,91.0,2.0,2012.0,2.0,0.0,0.0,202.0,9.0,57.38%,2026-09-07 14:55:00
