上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
2665.0,53.0,48.0,1.0,2426.0,57.0,46.0,6.0,106.0,3.0,51.25%,2026-07-20 13:05:00
1630.0,53.0,51.0,1.0,3465.0,143.0,131.0,15.0,102.0,3.0,31.35%,2026-07-20 13:35:00
1709.0,55.0,53.0,1.0,3415.0,266.0,253.0,29.0,73.0,3.0,32.87%,2026-07-20 15:00:00
