上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
3484.0,73.0,64.0,3.0,1496.0,0.0,0.0,0.0,224.0,4.0,66.90%,2026-08-12 11:30:00
3592.0,77.0,68.0,3.0,1419.0,0.0,0.0,0.0,193.0,4.0,68.97%,2026-08-12 13:40:00
3901.0,86.0,77.0,3.0,1180.0,0.0,0.0,0.0,123.0,4.0,74.90%,2026-08-12 14:05:00
