上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
3425.0,136.0,117.0,40.0,1648.0,14.0,12.0,3.0,120.0,11.0,65.81%,2026-07-03 13:30:00
3627.0,142.0,122.0,44.0,1460.0,15.0,12.0,3.0,106.0,11.0,69.70%,2026-07-03 13:50:00
